ID,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
107,2015-11-01,Udinese,Sassuolo,2.25,3.3,3.3,2.4,3.2,2.95,2.3,3.2,3,2.3,3.1,3.25,2.38,3.1,3.2,2.38,3,3.5
108,2015-11-01,Lazio,Milan,2,3.3,4,2.05,3.25,4,2,3.3,3.6,2,3.25,3.8,2.05,3.1,4,2,3.3,4.2
109,2015-11-02,Chievo,Sampdoria,2.05,3.3,3.8,2.1,3.2,3.6,2.2,3.2,3.2,2,3.1,3.8,2.1,3.1,3.8,2.05,3.2,4.2
110,2015-11-02,Palermo,Empoli,2.25,3.2,3.4,2.25,3.1,3.25,2.1,3.2,3.4,2.3,3.1,3.2,2.3,3.1,3.3,2.38,3.1,3.4
111,2015-11-07,Milan,Atalanta,1.67,3.75,5.5,1.67,3.6,5.25,1.65,3.6,5.1,1.67,3.6,5.5,1.7,3.6,5,1.65,3.75,6
112,2015-11-07,Verona,Bologna,2.2,3.3,3.4,2.2,3.2,3.3,2.3,3.2,3,2.2,3.2,3.4,2.3,3.1,3.3,2.3,3.13,3.5
113,2015-11-08,Empoli,Juventus,5.25,3.5,1.75,4.5,3.4,1.8,4.7,3.6,1.7,4.75,3.4,1.75,4.75,3.4,1.8,5.5,3.4,1.75
114,2015-11-08,Frosinone,Genoa,3.4,3.3,2.2,3.2,3.25,2.2,3,3.2,2.3,3.4,3.25,2.15,3.4,3.1,2.25,3.6,3.25,2.2
115,2015-11-08,Napoli,Udinese,1.22,6.5,13,1.25,5.5,11,1.27,5.2,10,1.25,6,12,1.29,5,12,1.22,6.5,15
116,2015-11-08,Palermo,Chievo,2.3,3.2,3.3,2.3,3,3.3,2.3,3.2,3,2.3,3.1,3.25,2.4,3.1,3.1,2.3,3,3.6
117,2015-11-08,Roma,Lazio,1.91,3.5,4.2,1.95,3.4,3.8,2,3.3,3.6,1.91,3.5,3.8,2,3.2,4,1.93,3.6,4.1
118,2015-11-08,Sampdoria,Fiorentina,3.75,3.4,2.05,3.75,3.3,2,3.6,3.3,2,3.6,3.4,2.05,3.6,3.4,2.05,3.9,3.4,2.05
119,2015-11-08,Sassuolo,Carpi,1.73,3.6,5.25,1.7,3.5,5,1.7,3.6,4.7,1.67,3.6,5.25,1.73,3.5,5,1.7,3.6,5.75
120,2015-11-08,Torino,Inter,2.75,3.2,2.7,2.8,3.1,2.7,2.6,3.2,2.6,2.75,3.1,2.62,2.7,3.1,2.7,2.8,3.1,2.75
121,2015-11-21,Bologna,Roma,5,3.6,1.75,5,3.6,1.75,4.7,3.6,1.7,4.5,3.5,1.75,5,3.3,1.8,5.25,3.6,1.75
122,2015-11-21,Juventus,Milan,1.62,3.6,6.5,1.62,3.6,6.5,1.6,3.7,5.4,1.57,3.6,6.5,1.62,3.3,7,1.6,3.7,7
123,2015-11-22,Atalanta,Torino,2.6,3.2,2.88,2.6,3.2,2.95,2.5,3.15,2.8,2.6,3.1,2.8,2.62,3.1,2.8,2.75,3,2.9
124,2015-11-22,Carpi,Chievo,2.8,3,2.75,2.8,3.1,2.8,2.7,3.1,2.6,2.75,3,2.7,2.8,3,2.7,2.9,2.9,2.88
125,2015-11-22,Fiorentina,Empoli,1.5,4.2,7,1.5,4.1,6.25,1.5,4,6.1,1.5,4.2,6.5,1.5,4,7,1.5,4.3,7.5
126,2015-11-22,Genoa,Sassuolo,2.05,3.3,3.8,2.05,3.4,3.5,2.1,3.3,3.3,2,3.3,3.8,2.05,3.1,4,2.05,3.3,4.1
127,2015-11-22,Inter,Frosinone,1.2,6.5,17,1.2,6.75,14,1.2,5.8,13,1.22,6,13,1.22,5.5,17,1.18,7,20
128,2015-11-22,Lazio,Palermo,1.45,4.33,7.5,1.45,4.2,7,1.5,4,6.1,1.48,4,7,1.5,4,7,1.45,4.33,8
129,2015-11-22,Udinese,Sampdoria,2.15,3.3,3.6,2.2,3.3,3.4,2.1,3.3,3.3,2.1,3.3,3.4,2.2,3.3,3.3,2.15,3.2,3.8
130,2015-11-22,Verona,Napoli,8,4.75,1.4,7.75,4.6,1.42,7.3,4.4,1.4,7,4.5,1.4,8,4.2,1.44,8.5,4.8,1.4
131,2015-11-28,Milan,Sampdoria,1.57,4,6,1.6,3.7,6.5,1.65,3.6,5.1,1.57,3.8,6,1.62,3.6,6,1.55,4.1,6.5
132,2015-11-28,Torino,Bologna,1.62,3.8,6,1.67,3.25,6,1.7,3.6,4.7,1.62,3.6,5.75,1.67,3.4,6,1.62,3.7,6.5
133,2015-11-29,Chievo,Udinese,2.1,3.2,3.8,2.2,3,3.5,2.2,3.2,3.2,2.2,3,3.6,2.2,3.1,3.5,2.2,3.1,3.8
134,2015-11-29,Empoli,Lazio,2.9,3.3,2.5,2.75,3.25,2.5,2.9,3.3,2.3,2.9,3.2,2.4,3,3.25,2.38,3.13,3.13,2.5
135,2015-11-29,Frosinone,Verona,2.6,3.2,2.8,2.6,3.1,2.75,2.4,3.2,2.85,2.5,3.1,2.8,2.5,3.3,2.8,2.63,3.2,2.88
136,2015-11-29,Genoa,Carpi,1.62,3.8,6,1.57,3.6,6.5,1.55,3.9,5.6,1.57,3.6,6.5,1.6,3.75,6,1.6,3.9,6.5
137,2015-11-29,Palermo,Juventus,7,3.75,1.57,6,3.7,1.62,5.4,3.7,1.6,6,3.8,1.57,6,3.75,1.6,7,3.6,1.62
138,2015-11-29,Roma,Atalanta,1.5,4.33,6.5,1.5,4,7.5,1.45,4,7,1.48,4.2,7,1.5,4.2,6.5,1.5,4.33,7.5
139,2015-11-30,Napoli,Inter,1.67,3.75,5.5,1.7,3.6,5.5,1.75,3.5,4.5,1.65,3.6,5.5,1.7,3.5,5.5,1.65,3.8,5.75
140,2015-11-30,Sassuolo,Fiorentina,3.75,3.3,2.1,3.4,3.3,2.1,3.2,3.2,2.2,3.6,3.3,2.05,3.6,3.3,2.1,4,3.3,2.05
141,2015-12-04,Lazio,Juventus,3.6,3.25,2.15,3.4,3.3,2.2,3.3,3.3,2.1,3.4,3.2,2.2,3.4,3.1,2.25,3.8,3.1,2.2
142,2015-12-05,Inter,Genoa,1.62,4,5.5,1.65,3.8,5.5,1.5,4,6.1,1.62,3.8,5.5,1.67,3.75,5,1.65,3.75,6
143,2015-12-05,Torino,Roma,2.75,3.1,2.7,2.8,3,2.8,2.65,3.1,2.65,2.7,3,2.75,2.7,3.1,2.7,2.8,3.1,2.75
144,2015-12-06,Atalanta,Palermo,1.83,3.5,4.5,1.85,3.3,4.33,1.85,3.4,4.1,1.75,3.4,5,1.83,3.2,5,1.8,3.4,5.25
145,2015-12-06,Bologna,Napoli,8,4.33,1.44,7,4.1,1.5,7,4,1.45,7,4.33,1.44,7,4,1.5,8,4.5,1.44
146,2015-12-06,Fiorentina,Udinese,1.44,4.5,7.5,1.5,4,6.5,1.55,3.9,5.6,1.48,4.2,7,1.5,4,7,1.45,4.4,8
147,2015-12-06,Frosinone,Chievo,3.1,3.2,2.4,3.1,3,2.4,2.75,3.2,2.5,3.1,3.1,2.38,2.9,3.1,2.5,3.25,3.1,2.45
148,2015-12-06,Sampdoria,Sassuolo,2.38,3.2,3.2,2.4,3.1,3,2.3,3.2,3,2.4,3.1,3.1,2.5,3.1,2.9,2.4,3.13,3.3
149,2015-12-06,Verona,Empoli,3,3.1,2.5,2.9,3.1,2.6,2.75,3.2,2.5,2.88,3.1,2.5,2.7,3.1,2.7,3,3.1,2.6
150,2015-12-06,Carpi,Milan,5,3.6,1.75,5,3.6,1.75,4.5,3.5,1.75,5,3.5,1.75,5,3.3,1.8,5.75,3.4,1.75
151,2015-12-12,Genoa,Bologna,1.91,3.4,4.33,2,3.2,4.2,2,3.2,3.75,1.85,3.25,4.5,1.95,3.2,4.33,1.93,3.25,4.75
152,2015-12-12,Palermo,Frosinone,1.7,3.8,5,1.75,3.6,5,1.75,3.5,4.5,1.73,3.6,4.75,1.8,3.3,5,1.73,3.6,5.5
153,2015-12-12,Udinese,Inter,4,3.3,2,3.9,3.25,2.05,3.6,3.3,2,4,3.3,1.95,4,3.25,2,4.5,3.25,1.95
154,2015-12-13,Chievo,Atalanta,2.4,3.1,3.2,2.5,3.1,3.1,2.5,3.1,2.8,2.4,3,3.1,2.5,3,3.1,2.5,3,3.3
155,2015-12-13,Empoli,Carpi,1.67,3.75,5.5,1.7,3.6,5.5,1.7,3.6,4.7,1.67,3.6,5.5,1.73,3.3,5.5,1.67,3.6,6.25
156,2015-12-13,Milan,Verona,1.36,4.75,9,1.36,5,8.75,1.35,4.8,7.6,1.35,4.75,10,1.36,4.5,10,1.33,5,11.5
157,2015-12-13,Napoli,Roma,1.57,4.33,5.5,1.65,3.75,6,1.6,3.7,5.4,1.6,3.8,5.75,1.62,3.8,5.5,1.57,4.1,6.25
158,2015-12-13,Juventus,Fiorentina,1.67,3.75,5.5,1.67,3.5,6,1.65,3.6,5.1,1.62,3.5,6,1.67,3.4,6,1.62,3.75,6.5
159,2015-12-14,Lazio,Sampdoria,1.45,4.2,8,1.5,4.1,7,1.5,4,6.1,1.5,4,7,1.5,4,7,1.5,4.2,7.5
160,2015-12-19,Bologna,Empoli,2.5,3.1,3.1,2.5,3.1,3.1,2.3,3.2,3,2.38,3.1,3.1,2.38,3,3.25,2.45,3,3.4
161,2015-12-20,Atalanta,Napoli,6,3.8,1.62,5.75,3.7,1.65,4.7,3.6,1.7,5.5,3.6,1.67,5.5,3.6,1.67,6.25,3.9,1.6
162,2015-12-20,Carpi,Juventus,11,4.5,1.36,9.5,4.33,1.4,7.3,4.4,1.4,9.5,4.33,1.4,10,4,1.4,12,4.5,1.36
163,2015-12-20,Fiorentina,Chievo,1.44,4.33,8,1.48,4.2,7.25,1.5,4,6.1,1.44,4,7.5,1.5,4,7,1.45,4.3,8.5
164,2015-12-20,Frosinone,Milan,5.5,3.8,1.67,5,3.6,1.75,4.2,3.5,1.8,5,3.6,1.7,5,3.5,1.75,5.5,3.7,1.7
165,2015-12-20,Inter,Lazio,1.75,3.6,5,1.75,3.6,5,1.75,3.5,4.5,1.75,3.5,4.75,1.8,3.3,5,1.75,3.6,5.25
166,2015-12-20,Roma,Genoa,1.5,4.33,6.5,1.5,4.33,6.5,1.5,4,6.1,1.48,4.2,7,1.5,4.2,6.5,1.45,4.33,8
167,2015-12-20,Sampdoria,Palermo,2.15,3.3,3.5,2.15,3.3,3.5,2.1,3.3,3.3,2.1,3.25,3.6,2.15,3.2,3.5,2.15,3.25,3.75
168,2015-12-20,Torino,Udinese,1.67,3.75,5.5,1.72,3.5,5.5,1.75,3.5,4.5,1.67,3.5,5.5,1.73,3.5,5,1.67,3.6,6.25
169,2015-12-20,Verona,Sassuolo,2.7,3.3,2.63,2.75,3.2,2.65,2.6,3.2,2.6,2.7,3.25,2.62,2.7,3.1,2.7,2.75,3.25,2.7
170,2016-01-05,Genoa,Sampdoria,2.25,3.2,3.4,2.3,3.1,3.4,2.2,3.2,3.2,2.25,3,3.4,2.25,3.2,3.3,2.3,3.13,3.5
171,2016-01-06,Chievo,Roma,3.4,3.3,2.2,3.4,3.2,2.25,2.9,3.3,2.3,3.4,3.25,2.15,3.4,3.1,2.25,3.75,3.13,2.2
172,2016-01-06,Empoli,Inter,3.4,3.2,2.25,3.4,3.2,2.25,3.2,3.2,2.2,3.5,3.2,2.15,3.4,3.1,2.25,3.7,3.1,2.25
173,2016-01-06,Juventus,Verona,1.17,7,19,1.18,7,16,1.15,7,15,1.18,6.5,17,1.17,7,17,1.17,7,23
174,2016-01-06,Lazio,Carpi,1.4,4.75,8,1.4,4.33,9.5,1.4,4.4,7.3,1.36,4.5,9,1.4,4.5,8,1.4,4.8,9
175,2016-01-06,Milan,Bologna,1.5,4.2,7,1.55,4,6.5,1.5,4,6.1,1.5,4,7,1.5,4,7,1.57,3.8,7
176,2016-01-06,Napoli,Torino,1.36,5,9,1.4,4.5,8.75,1.4,4.4,7.3,1.36,4.5,8.5,1.4,4.5,8,1.36,5,9
177,2016-01-06,Palermo,Fiorentina,4.33,3.6,1.83,4.5,3.5,1.85,3.8,3.45,1.9,4.33,3.5,1.8,4.4,3.6,1.8,4.8,3.5,1.83
178,2016-01-06,Sassuolo,Frosinone,1.53,4,7,1.57,4.1,6,1.65,3.6,5.1,1.53,4,6.5,1.57,3.75,6.5,1.53,4.1,7
179,2016-01-06,Udinese,Atalanta,2.2,3.25,3.5,2.3,3,3.5,2.3,3.2,3,2.2,3.2,3.4,2.3,3.1,3.3,2.25,3.13,3.6
180,2016-01-09,Carpi,Udinese,3.1,3.1,2.5,3,3.1,2.55,2.6,3.2,2.6,2.9,3.1,2.5,2.9,3.2,2.5,3,3.25,2.5
181,2016-01-09,Fiorentina,Lazio,1.8,3.5,4.75,1.85,3.5,4.5,1.85,3.45,4,1.8,3.5,4.5,1.85,3.4,4.5,1.87,3.4,4.8
182,2016-01-09,Roma,Milan,2,3.5,3.8,2,3.3,4,2,3.3,3.6,2,3.3,3.8,2,3.3,3.8,2,3.4,4
183,2016-01-10,Atalanta,Genoa,2.38,3.1,3.3,2.35,3.2,3.2,2.3,3.1,3.1,2.3,3,3.3,2.3,3.1,3.3,2.3,3.13,3.5
184,2016-01-10,Bologna,Chievo,2.3,3.1,3.4,2.4,3.1,3.2,2.4,3.1,2.95,2.3,3,3.3,2.4,3.1,3.1,2.38,3.2,3.3
185,2016-01-10,Frosinone,Napoli,13,6.5,1.22,11.5,6.25,1.25,9,5,1.3,13,6,1.22,11,6,1.25,13,6.5,1.22
186,2016-01-10,Inter,Sassuolo,1.57,4,6.5,1.62,3.75,6,1.55,3.9,5.6,1.6,3.8,6,1.6,4,5.5,1.57,3.9,7
187,2016-01-10,Torino,Empoli,1.95,3.3,4.33,1.91,3.3,4.4,1.9,3.3,4,1.85,3.3,4.33,1.91,3.3,4.33,1.9,3.3,4.75
188,2016-01-10,Verona,Palermo,2.2,3.3,3.4,2.35,3.25,3.2,2.3,3.1,3.1,2.2,3.2,3.3,2.25,3.2,3.3,2.25,3.2,3.5
189,2016-01-10,Sampdoria,Juventus,7.5,4,1.5,7,4.1,1.5,7,4,1.45,7.5,4,1.48,7,4,1.5,9,4.2,1.45
190,2016-01-16,Atalanta,Inter,3.75,3.4,2.05,3.8,3.2,2.1,3.3,3.3,2.1,3.75,3.25,2.05,3.6,3.25,2.1,4,3.25,2.05
191,2016-01-16,Napoli,Sassuolo,1.29,5.75,10,1.28,5.5,11.5,1.3,5,9,1.3,5.25,11,1.29,5.5,10,1.25,5.75,13
192,2016-01-16,Torino,Frosinone,1.3,5.5,10,1.3,5.5,10,1.33,4.8,8.3,1.3,5,11,1.29,5,12,1.3,5.5,11
193,2016-01-17,Bologna,Lazio,3.75,3.3,2.1,3.7,3.2,2.15,3.1,3.1,2.3,3.6,3.2,2.1,3.6,3.2,2.15,3.9,3.13,2.15
194,2016-01-17,Carpi,Sampdoria,2.6,3.25,2.8,2.7,3.1,2.8,2.6,3.2,2.6,2.5,3.1,2.88,2.62,3.1,2.8,2.7,3,3
195,2016-01-17,Chievo,Empoli,2.5,3.2,3,2.6,3,3,2.5,3.1,2.8,2.4,3,3,2.6,2.9,3,2.6,2.9,3.2
196,2016-01-17,Genoa,Palermo,1.8,3.5,4.75,1.8,3.5,4.75,1.9,3.45,3.8,1.75,3.5,4.75,1.8,3.4,4.75,1.8,3.5,5.2
197,2016-01-17,Milan,Fiorentina,2.4,3.2,3.1,2.45,3.1,3.1,2.5,3.2,2.75,2.38,3.25,3,2.5,3.2,2.9,2.4,3.2,3.2
198,2016-01-17,Roma,Verona,1.33,5.25,9.5,1.36,5,8.75,1.37,4.6,7.5,1.36,4.75,9,1.4,4.5,8,1.33,5,10.5
199,2016-01-17,Udinese,Juventus,6.5,3.75,1.57,6.5,3.9,1.57,6.1,4,1.5,6,3.75,1.6,6.5,3.8,1.55,7,3.7,1.6
200,2016-01-20,Sassuolo,Torino,2.5,3.1,3.1,2.6,3.1,2.95,2.4,3.3,2.75,2.5,3.1,2.9,2.4,3.2,3,2.6,3.1,3
201,2016-01-23,Empoli,Milan,3.1,3.25,2.4,3,3.2,2.45,2.75,3.2,2.5,3.1,3.2,2.38,3.1,3.1,2.4,3.25,3.1,2.45
202,2016-01-23,Frosinone,Atalanta,3.5,3.4,2.1,3.4,3.3,2.2,3.1,3.3,2.2,3.25,3.4,2.15,3.3,3.2,2.25,3.4,3.3,2.25
203,2016-01-24,Fiorentina,Torino,1.8,3.5,4.75,1.85,3.5,4.5,1.8,3.4,4.4,1.75,3.4,4.75,1.83,3.4,4.5,1.8,3.5,5.2
204,2016-01-24,Inter,Carpi,1.36,4.75,9.5,1.36,5,9,1.45,4,7,1.36,4.5,10,1.4,4.5,8,1.4,4.4,10
205,2016-01-24,Juventus,Roma,1.62,3.8,6,1.67,3.5,6,1.6,3.7,5.4,1.62,3.6,6,1.67,3.4,6,1.6,3.8,6.5
206,2016-01-24,Lazio,Chievo,1.67,3.6,5.75,1.67,3.7,5.5,1.7,3.6,4.7,1.62,3.5,6,1.7,3.3,6,1.62,3.6,7
207,2016-01-24,Palermo,Udinese,2.8,3.1,2.7,2.8,3.1,2.7,2.65,3.1,2.65,2.75,3,2.62,2.7,3.1,2.7,2.8,3.1,2.8
208,2016-01-24,Sampdoria,Napoli,6.5,4.33,1.5,6.5,4.33,1.5,7,4,1.45,6.5,4.33,1.48,7,4,1.5,7.5,4.2,1.5
209,2016-01-24,Sassuolo,Bologna,1.8,3.5,4.75,1.85,3.5,4.4,1.85,3.4,4.1,1.83,3.4,4.5,1.91,3.2,4.5,1.87,3.4,4.8
210,2016-01-24,Verona,Genoa,2.9,3.25,2.5,3,3.1,2.55,2.65,3.3,2.5,2.9,3.25,2.4,3,3,2.5,3.1,3.1,2.55
211,2016-01-30,Atalanta,Sassuolo,2.5,3.2,3,2.5,3.25,2.9,2.4,3.1,2.95,2.4,3,3.1,2.5,3,3.1,2.5,3,3.25
212,2016-01-30,Carpi,Palermo,2.15,3.2,3.75,2.25,3.25,3.4,2.3,3.1,3.1,2.2,3.1,3.4,2.3,3.1,3.3,2.2,3.2,3.7
213,2016-01-30,Roma,Frosinone,1.22,6,15,1.22,6.25,14,1.22,5.5,12,1.22,6,13,1.25,5.5,13,1.2,7,15
214,2016-01-31,Bologna,Sampdoria,2.05,3.3,3.8,2.15,3.3,3.5,2.3,3.1,3.1,2.1,3.3,3.6,2.2,3.2,3.4,2.15,3.25,3.75
215,2016-01-31,Chievo,Juventus,7.5,3.8,1.53,7.25,3.75,1.55,6.1,4,1.5,7,3.8,1.53,7,3.6,1.57,7,3.9,1.57
216,2016-01-31,Genoa,Fiorentina,3.1,3.4,2.3,3,3.4,2.35,2.85,3.2,2.4,3,3.3,2.3,3.1,3.1,2.4,3.3,3.25,2.3
217,2016-01-31,Napoli,Empoli,1.25,6,12,1.3,5.5,10.5,1.3,5,9,1.29,5.25,12,1.3,5,11,1.29,6,11
218,2016-01-31,Torino,Verona,1.5,4,7.5,1.5,4,7.25,1.5,4,6.1,1.48,4,7,1.53,3.75,7,1.5,4.33,7
219,2016-01-31,Udinese,Lazio,3.3,3.3,2.25,3.2,3.2,2.35,2.85,3.2,2.4,3.1,3.2,2.3,3.1,3.1,2.4,3.3,3.2,2.38
220,2016-01-31,Milan,Inter,2.3,3.3,3.2,2.5,3.2,3,2.6,3.2,2.6,2.4,3.25,2.9,2.5,3.1,3,2.45,3.2,3.13
221,2016-02-02,Sassuolo,Roma,3.1,3.25,2.38,3.2,3.1,2.4,3.2,3.2,2.2,3.2,3.1,2.3,3.2,3.2,2.3,3.3,3.1,2.38
222,2016-02-03,Empoli,Udinese,2.1,3.3,3.75,2.05,3.3,3.8,2,3.3,3.6,2,3.3,3.8,2.1,3.25,3.6,2.05,3.25,4.1
223,2016-02-03,Fiorentina,Carpi,1.4,4.5,9,1.42,4.5,8,1.4,4.4,7.3,1.4,4.33,7.5,1.44,4.2,8,1.44,4.6,8
224,2016-02-03,Frosinone,Bologna,3.1,3.25,2.4,3.1,3.3,2.35,2.9,3.3,2.3,3,3.25,2.38,3.1,3.1,2.4,3.13,3.2,2.45
225,2016-02-03,Inter,Chievo,1.57,3.8,6.5,1.57,3.75,6.75,1.55,3.9,5.6,1.55,3.8,7,1.57,3.6,7,1.53,3.9,7.5
226,2016-02-03,Juventus,Genoa,1.22,6,15,1.25,5.75,12.5,1.25,5.5,10.3,1.22,5.75,15,1.22,6,13,1.22,6.25,15
227,2016-02-03,Lazio,Napoli,4,3.6,1.91,4.2,3.5,1.91,3.6,3.3,2,3.8,3.5,1.91,4,3.4,1.95,4.3,3.4,1.87
228,2016-02-03,Palermo,Milan,4,3.6,1.91,4,3.6,1.91,3.6,3.3,2,4.2,3.5,1.85,4,3.4,1.95,4.2,3.5,1.93
229,2016-02-03,Sampdoria,Torino,2.75,3.2,2.7,2.7,3.2,2.7,2.6,3.2,2.6,2.7,3.1,2.7,2.7,3.1,2.7,2.8,3.13,2.75
230,2016-02-03,Verona,Atalanta,2.4,3.3,3,2.5,3.25,2.9,2.5,3.3,2.65,2.4,3.1,3,2.45,3.25,2.9,2.45,3.25,3.1
231,2014-08-30,Chievo,Juventus,7,4,1.5,6,3.9,1.55,5.6,3.9,1.55,6.5,3.8,1.53,6,4,1.55,8,4,1.53
232,2014-08-30,Roma,Fiorentina,1.67,3.8,5,1.75,3.65,4.5,1.7,3.6,4.7,1.72,3.75,4.5,1.75,3.6,4.75,1.73,3.8,5.4
233,2014-08-31,Atalanta,Verona,2.05,3.4,3.6,2.1,3.2,3.6,2.1,3.3,3.3,2.1,3.3,3.5,2.15,3.25,3.5,2.1,3.3,3.75
234,2014-08-31,Cesena,Parma,3.1,3.2,2.35,3,3.1,2.4,2.85,3.2,2.4,3.1,3.2,2.37,3.1,3.1,2.4,3.5,3.1,2.4
235,2014-08-31,Genoa,Napoli,3.9,3.4,1.95,3.5,3.4,2.05,3.3,3.3,2.1,3.75,3.4,2,3.6,3.4,2.05,3.4,3.4,2.05
236,2014-08-31,Milan,Lazio,2,3.4,3.75,2,3.4,3.65,2,3.3,3.6,2,3.4,3.75,1.91,3.5,4,2.05,3.4,4.2
237,2014-08-31,Palermo,Sampdoria,2.2,3.25,3.3,2.25,3.2,3.2,2.1,3.3,3.3,2.25,3.25,3.3,2.2,3.2,3.4,2.25,3.2,3.7
238,2014-08-31,Sassuolo,Cagliari,2.3,3.4,3,2.3,3.4,2.95,2.3,3.3,2.9,2.3,3.4,2.9,2.38,3.4,2.9,2.3,3.5,3.25
239,2014-08-31,Torino,Inter,3.1,3.3,2.3,3,3.3,2.3,2.75,3.3,2.4,2.9,3.3,2.37,3.1,3.3,2.3,3.4,3.25,2.38
240,2014-08-31,Udinese,Empoli,1.8,3.5,4.5,1.83,3.5,4.25,1.8,3.5,4.2,1.83,3.5,4.33,1.83,3.5,4.4,1.85,3.5,5
241,2014-09-13,Empoli,Roma,5.5,3.75,1.62,6,3.9,1.62,5.4,3.7,1.6,6,4,1.57,6,3.8,1.57,7,4,1.57
242,2014-09-13,Juventus,Udinese,1.4,4.5,8,1.45,4.33,8.25,1.4,4.4,7.3,1.36,4.5,9,1.4,4.5,8,1.4,4.6,10
243,2014-09-14,Cagliari,Atalanta,2.25,3.4,3.1,2.3,3.2,3.1,2.2,3.2,3.2,2.25,3.4,3.1,2.3,3.2,3.2,2.3,3.4,3.3
244,2014-09-14,Fiorentina,Genoa,1.57,3.8,6,1.62,4.1,5.5,1.6,3.7,5.4,1.57,4,6,1.6,3.6,6,1.57,4.1,7
245,2014-09-14,Inter,Sassuolo,1.44,4.33,7,1.5,3.85,7,1.4,4.4,7.3,1.44,4.33,7.5,1.5,4,7,1.5,4.3,8
246,2014-09-14,Lazio,Cesena,1.33,5,9,1.35,4.5,9.5,1.4,4.4,7.3,1.33,4.5,11,1.36,4.5,9,1.33,5,12
247,2014-09-14,Napoli,Chievo,1.36,4.75,8,1.4,4.5,7.5,1.35,4.8,7.6,1.3,5,10,1.36,4.5,9,1.36,5,11
248,2014-09-14,Parma,Milan,2.7,3.2,2.6,2.9,3.4,2.5,2.65,3.3,2.5,2.87,3.25,2.5,2.8,3.1,2.62,2.9,3.3,2.62
249,2014-09-14,Sampdoria,Torino,2.4,3.1,3.1,2.55,3.2,2.95,2.3,3.2,3,2.37,3.2,3,2.5,3,3,2.55,3.1,3.2
250,2014-09-15,Verona,Palermo,2.2,3.3,3.3,2.25,3.25,3.5,2.2,3.2,3.2,2.25,3.25,3.2,2.2,3.3,3.3,2.2,3.3,3.7
251,2014-09-20,Cesena,Empoli,2.8,3,2.7,2.75,3.2,2.75,2.6,3.2,2.6,2.62,3.2,2.7,2.8,3,2.7,2.9,3,2.8
252,2014-09-20,Milan,Juventus,3.2,3.3,2.25,3.1,3.4,2.35,2.9,3.3,2.3,3.2,3.3,2.25,3.2,3.2,2.3,3.4,3.25,2.38
253,2014-09-21,Atalanta,Fiorentina,3.25,3.1,2.3,3,3.2,2.35,2.75,3.2,2.5,2.9,3.25,2.4,3.3,3.1,2.3,3.5,3.2,2.38
254,2014-09-21,Chievo,Parma,2.9,3.1,2.5,2.8,3.1,2.8,2.6,3.2,2.6,2.9,3.2,2.45,2.8,3,2.7,3,3,2.8
255,2014-09-21,Genoa,Lazio,3,3,2.5,2.75,3.2,2.55,2.5,3.3,2.65,2.87,3.2,2.5,2.8,3.2,2.5,3.12,3.12,2.6
256,2014-09-21,Palermo,Inter,3.75,3.4,2,3.65,3.4,2,3.3,3.3,2.1,3.75,3.4,2,4,3.2,2,4.2,3.4,2
257,2014-09-21,Roma,Cagliari,1.3,5,11,1.3,5.5,8.5,1.3,5,9,1.33,5,9,1.3,5,11,1.3,5.4,12
258,2014-09-21,Sassuolo,Sampdoria,2.63,3.2,2.7,2.6,3.2,2.7,2.65,3.3,2.5,2.75,3.3,2.5,2.7,3.1,2.7,2.75,3.2,2.88
259,2014-09-21,Torino,Verona,1.91,3.5,4,1.91,3.4,3.9,2,3.3,3.6,1.9,3.4,4,1.91,3.3,4.2,1.92,3.5,4.5
260,2014-09-21,Udinese,Napoli,3.3,3.25,2.2,3,3.3,2.3,2.9,3.3,2.3,3.1,3.3,2.25,3.3,3.2,2.25,3.6,3.2,2.3
261,2014-09-23,Empoli,Milan,4.5,3.3,1.85,4,3.4,1.9,4.2,3.5,1.8,4,3.6,1.85,4.6,3.5,1.8,4.8,3.4,1.9
262,2014-09-24,Cagliari,Torino,2.55,3.3,2.7,2.6,3.2,2.7,2.3,3.3,2.9,2.3,3.3,2.9,2.62,3.1,2.75,2.62,3.3,2.9
263,2014-09-24,Fiorentina,Sassuolo,1.44,4.33,7,1.45,4,7.8,1.4,4.4,7.3,1.44,4.33,6.5,1.44,4,8,1.45,4.5,8.5
264,2014-09-24,Inter,Atalanta,1.44,4.33,7,1.45,4,7.8,1.5,4,6.1,1.4,4.33,8,1.44,4,8,1.45,4.5,9
265,2014-09-24,Juventus,Cesena,1.13,8,19,1.12,7.75,21,1.12,8,16,1.12,8.5,19,1.11,8.5,23,1.14,8.5,29
266,2014-09-24,Napoli,Palermo,1.44,4.33,7,1.45,4,7.75,1.45,4,7,1.4,4.33,8,1.44,4,8,1.45,4.5,8.5
267,2014-09-24,Parma,Roma,3.75,3.4,2,3.6,3.3,2.05,3.8,3.45,1.9,3.75,3.4,1.95,3.8,3.3,2,4,3.4,2.1
268,2014-09-24,Sampdoria,Chievo,1.91,3.3,4.2,1.9,3.4,4,1.9,3.45,3.8,1.9,3.3,4,1.95,3.25,4.2,2,3.3,4.33
